sentence	label
[CLS]  Qu'est-ce qu'un vide ?  [SEP]  Le vide est un espace vide de matière. Le mot vient de l'adjectif latin vacuus pour "vide" ou "vide". Une approximation de ce vide est une région où la pression gazeuse est bien inférieure à la pression atmosphérique. Les physiciens discutent souvent des résultats d'essais idéaux qui se produiraient dans un vide parfait, qu'ils appellent parfois simplement "vide" ou espace libre, et utilisent le terme vide partiel pour désigner un vide réel imparfait comme on pourrait l'avoir dans un laboratoire ou dans l'espace. En génie et en physique appliquée, le vide désigne tout espace où la pression est inférieure à la pression atmosphérique. Le terme latin in vacuo sert à décrire un objet comme étant dans ce qui serait autrement un vide.	0
[CLS]  Quel a été le résultat tactique de l'alignement des États du sud de l'Allemagne sur la Prusse ?  [SEP]  Le 18 août, la bataille commence lorsque Moltke ordonne à la Première et à la Deuxième Armées d'avancer contre les positions françaises. À 12 h, le général Manstein ouvre la bataille devant le village d'Amanvillers avec l'artillerie de la 25e Division d'infanterie. Mais les Français ont passé la nuit et tôt le matin à creuser des tranchées et des trous de tirailleurs tout en plaçant leur artillerie et leurs mitrailleuses dans des positions cachées. Enfin, conscients de l'avance prussienne, les Français ouvrent un feu de riposte massif contre la masse des Allemands qui avancent. La bataille semble d'abord favoriser les Français avec leur fusil Chassepot supérieur. Cependant, l'artillerie prussienne est supérieure avec le canon à chargement de culasse tout en acier Krupp. À 14 h 30, le général Steinmetz, commandant de la Première Armée, lance unilatéralement son VIII Corps contre le Corbeau de Mance	1
[CLS]  Quand les journaux du valet de Napoléon ont-ils été publiés ?  [SEP]  Ils ont soutenu que le tartrate de potassium utilisé dans son traitement empêchait son estomac d'expulser ces composés et que sa soif était un symptôme du poison. Leur hypothèse était que le calomel administré à Napoléon était devenu une surdose, ce qui l'a tué et a laissé derrière lui d'importants dommages tissulaires. Selon un article de 2007, le type d'arsenic trouvé dans les tiges capillaires de Napoléon était minéral, le plus toxique, et selon le toxicologue Patrick Kintz, cela étayait la conclusion selon laquelle il avait été assassiné.	1
[CLS]  Qu'est-ce que l'auteur a écrit des catastrophes naturelles ?  [SEP]  Les croyances romaines au sujet de la vie après la mort varient et sont surtout connues de l "élite instruite qui exprime son point de vue en fonction de la philosophie qu'elle a choisie. Le soin traditionnel des morts et la perpétuation après leur mort de leur statut dans la vie faisaient toutefois partie des pratiques les plus archaïques de la religion romaine. Les anciens dépôts votifs faits aux nobles morts du Latium et de Rome évoquent des offrandes funéraires et des banquets élaborés et coûteux en compagnie des défunts, une attente de vie après la mort et leur association avec les dieux. À mesure que la société romaine se développait, la noblesse républicaine avait tendance à investir moins dans des funérailles spectaculaires et des logements extravagants pour leurs morts, et davantage dans des dotations monumentales à la communauté, comme le don d'un temple ou d'un édifice public dont	1
[CLS]  Quelle activité économique dans la Corne de l'Afrique les anciens Somaliens entretenaient-ils avec le reste du monde ?  [SEP]  Dans l'Antiquité, les ancêtres du peuple somalien étaient un lien important dans la Corne de l'Afrique qui reliait le commerce de la région au reste du monde antique, les marins et les marchands somaliens étant les principaux fournisseurs d'encens, de myrhe et d'épices, articles que les anciens Égyptiens, les Phéniciens, les Mycéniens et les Babyloniens considéraient comme de précieux produits de luxe.	0
[CLS]  Quel dieu de la pègre possède Rajasthanis ?  [SEP]  La possession d'esprits a été documentée dans le Rajasthan moderne. Certains des esprits qui possèdent des Rajasthanis sont considérés comme bons et bénéfiques, tandis que d'autres sont considérés comme malveillants. Les esprits bons comprennent la royauté assassinée, le dieu de l'infra-mondiste Bhaironji et les saints musulmans. Les esprits mauvais comprennent les débiteurs perpétuels qui meurent endettés, les enfants mort-nés, les veuves décédées et les touristes étrangers. La personne possédée est appelée un ghorala ("monticule"). La possession, même si elle est par un esprit bienveillant, est considérée comme indésirable, car elle entraîne la perte de la maîtrise de soi et des explosions émotionnelles violentes.	0
[CLS]  À quel appareil le terme "bobine vocale" renvoie-t-il historiquement ?  [SEP]  De même, de nombreux traceurs informatiques (qui ont été remplacés depuis le début des années 1990 par des imprimantes à jet d'encre grand format et des imprimantes laser) utilisent des moteurs pas à pas rotatifs pour le mouvement du stylo et du plateau ; les solutions de rechange typiques sont soit des moteurs pas à pas linéaires, soit des servomoteurs munis de systèmes de commande analogique en boucle fermée.	1
[CLS]  Quelle est la situation qui a permis à Marvel de se lancer dans des histoires de genre pour adultes ?  [SEP]  Une série de nouveaux éditeurs-en-chef a supervisé la compagnie pendant une autre période de ralentissement pour l'industrie. Une fois de plus, Marvel a tenté de se diversifier, et avec la mise à jour du Comics Code a obtenu un succès modéré à fort avec des titres à prix d'horreur (The Tomb of Dracula), arts martiaux, (Shang-Chi : Master of Kung Fu), épée et sorcellerie (Conan the Barbarian, Red Sonja), satire (Howard the Duck) et science fiction (2001 : A Space Odyssey, "Killraven" dans Amazing Adventures, Battlestar Galactica, Star Trek, et, à la fin de la décennie, la longue série à prix réduits Star Wars). Certaines de ces publications ont été publiées en format plus grand noir et blanc, sous sa Curtis Magazines im	0
[CLS]  En quelle année Frédéric a-t-il obtenu la citoyenneté française ?  [SEP]  À l'âge de 21 ans, il s'installe à Paris. Par la suite, au cours des 18 dernières années de sa vie, il ne donne qu'une trentaine de représentations publiques, préférant l'atmosphère plus intime du salon. Il subvient à ses besoins en vendant ses compositions et en enseignant le piano, pour lequel il est très demandé. Chopin noue une amitié avec Franz Liszt et est admiré par plusieurs de ses contemporains musicaux, dont Robert Schumann. En 1835, il obtient la citoyenneté française. Après un engagement raté avec Maria Wodzińska, de 1837 à 1847, il entretient des relations souvent difficiles avec l'écrivain français George Sand. Une visite brève et malheureuse à Majorque avec Sand en 1838 39 est l'une de ses périodes les plus productives de composition. Au cours de ses dernières années, il est soutenu financièrement par son admiratrice Jane Stirling	0
[CLS]  Quels types de textes chinois mentionnent le processus circadien chez les humains ?  [SEP]  Les rythmes circadiens des plantes indiquent à la plante quelle est la saison et à quel moment elle doit fleurir pour avoir les meilleures chances d'attirer les pollinisateurs. Les comportements qui montrent ces rythmes comprennent, entre autres, le mouvement des feuilles, la croissance, la germination, les échanges stomatiques / gazeux, l'activité enzymatique, l'activité photosynthétique et l'émission de parfums. Les rythmes circadiens se produisent lorsqu'une plante amène à synchroniser avec le cycle de la lumière de son environnement environnant. Ces rythmes sont produits de façon endogène et auto-entretenus et sont relativement constants à diverses températures ambiantes. Parmi les caractéristiques importantes, mentionnons deux boucles de rétroaction transcription-traduction en interaction : les protéines contenant des domaines PAS, qui facilitent les interactions protéines-protéines, et plusieurs photorécepteurs qui ajustent l'horloge à différentes conditions de lumière. L'anticipation des changements dans l'environnement permet des changements appropriés	1
[CLS]  Quand le Royal College of Chemistry a-t-il été créé ?  [SEP]  Le City and Guilds College a été fondé en 1876 à la suite d'une réunion de 16 compagnies de louage de la City of London pour l'avancement de l'enseignement technique (CGLI), qui visait à améliorer la formation des artisans, des techniciens, des technologues et des ingénieurs. Les deux principaux objectifs étaient de créer une Institution centrale à Londres et d'organiser un système d'examens de qualification dans des domaines techniques. Devant leur incapacité persistante à trouver un site important, les Compagnies ont finalement été convaincues par le Secrétaire du Département des sciences et des arts, le général Sir John Donnelly (qui était aussi un ingénieur royal) de fonder leur établissement sur le site de quatre-vingt-sept acres (350 000 m ²) à South Kensington acheté par les commissaires de l'Exposition de 1851 (pour GBP 342 500) à des fins d'art et de science à perpétuité. Ces deux collèges ont été incorporés par charte royale au Imperial College of Science	1
[CLS]  Où Feynman a-t-il écrit ses équations à la barre sans topless ?  [SEP]  Chez Caltech, il utilisait une barre nue ou sans topless comme bureau à l'extérieur de son bureau habituel, faisant des croquis ou écrivant des équations de physique sur des napperons en papier. Lorsque les représentants du comté tentèrent de fermer le bar, tous les visiteurs, à l'exception de Feynman, refusèrent de témoigner en faveur du bar, craignant que leurs familles ou leurs clients ne soient mis au courant de leurs visites. Seul Feynman accepta, et devant le tribunal, il affirma que le bar était un besoin public, déclarant que des artisans, des techniciens, des ingénieurs, des travailleurs ordinaires "et un professeur de physique" fréquentaient l'établissement. Bien que le bar perdit le procès, il fut autorisé à rester ouvert puisqu'une cause similaire était en appel.	0
[CLS]  En 2008, le développement de l'énergie géothermique était en cours dans plus de combien de pays ?  [SEP]  Depuis 2008, le prix des modules photovoltaïques est en baisse dans l'industrie photovoltaïque. À la fin de 2011, le prix départ-usine des modules photovoltaïques au silicium cristallin est tombé sous la barre des 1 $/ W. Le coût de 1 $/ W pour les installations photovoltaïques est souvent considéré dans l'industrie photovoltaïque comme le signe de la réalisation de la parité du réseau pour les modules photovoltaïques. Ces réductions ont pris de nombreuses parties prenantes, y compris des analystes de l'industrie, par surprise, et les perceptions de l'économie actuelle de l'énergie solaire sont souvent en retard sur la réalité.	1
[CLS]  Selon Bastian, que croyait-il que toutes les sociétés humaines partageaient ?  [SEP]  Dans la pratique, la culture faisait référence à un idéal d "élite et était associée à des activités telles que l'art, la musique classique et la haute cuisine. Comme ces formes étaient associées à la vie urbaine, la" culture "était identifiée à la" civilisation "(depuis les dernières civitas, la ville). Une autre facette du mouvement romantique était l'intérêt pour le folklore, qui a conduit à l'identification d'une" culture "parmi les non-élites. Cette distinction est souvent caractérisée comme celle entre la haute culture, c'est-à-dire celle du groupe social dominant, et la basse culture. En d'autres termes, la notion de" culture "qui s'est développée en Europe au XVIIIe et au début du XIXe siècles reflétait les inégalités au sein des sociétés européennes.	1
[CLS]  Depuis combien de temps la Coupe FA est-elle disputée ?  [SEP]  Les lois du jeu sont déterminées par le Conseil de l'Association internationale de football (IFAB). Le Conseil a été formé en 1886 à la suite d'une réunion à Manchester de la Football Association, de la Scottish Football Association, de la Football Association of Wales et de l'Irish Football Association. La FIFA, l'organisme international de football, a été formée à Paris en 1904 et a déclaré qu'elle adhérerait aux lois du jeu de l'Association de football. La popularité croissante du jeu international a conduit à l'admission de représentants de la FIFA au Conseil de l'Association internationale de football en 1913. Le Conseil est composé de quatre représentants de la FIFA et d'un représentant de chacune des quatre associations britanniques.	1
[CLS]  Quel script est utilisé de manière informelle ?  [SEP]  L "écriture cursive est utilisée de manière informelle. Les formes de caractères de base sont suggérées, plutôt que explicitement réalisées, et les abréviations sont parfois extrêmes. Bien qu'elle soit cursive au point que les traits individuels ne sont plus différenciables et que les caractères sont souvent illisibles à l" œil nu, cette écriture (aussi connue sous le nom d "ébauche) est très vénérée pour la beauté et la liberté qu'elle incarne. Certains des caractères chinois simplifiés adoptés par la République populaire de Chine et certains caractères simplifiés utilisés au Japon sont dérivés de l" écriture cursive. L "écriture hiragana japonaise est également dérivée de ce script.	0
[CLS]  Quelles couleurs de 45 étaient disponibles jusqu'en 1952 avant d'être abandonnées ?  [SEP]  Le disque commercial normal est gravé de deux rainures en spirale concentriques porteuses de son, une de chaque côté, allant du bord extérieur vers le centre. La dernière partie de la spirale rencontre une partie antérieure pour former un cercle. Le son est codé par de fines variations dans les bords de la rainure qui font vibrer un stylet (aiguille) placé dans celui-ci à des fréquences acoustiques lorsque le disque tourne à la bonne vitesse. En général, les parties extérieure et intérieure de la rainure n'ont aucun son prévu (les Split Enz's Mental Notes font exception).	1
[CLS]  Quel est l'inconvénient de l'utilisation d'antibiotiques dans l'agriculture ?  [SEP]  Les infections bactériennes peuvent être traitées à l'aide d'antibiotiques, qui sont classés comme bactériocides s'ils tuent des bactéries, ou bactériostatiques s'ils ne font que prévenir la croissance bactérienne. Il existe de nombreux types d'antibiotiques et chaque classe d'antibiotiques inhibe un processus qui est différent dans l'agent pathogène et dans l'hôte. Le chloramphénicol et la puromycine, qui inhibent le ribosome bactérien, mais non le ribosome eucaryote structurellement différent, sont des exemples de la façon dont les antibiotiques produisent une toxicité sélective. Les antibiotiques sont utilisés à la fois dans le traitement des maladies humaines et dans l'élevage intensif pour favoriser la croissance animale, où ils peuvent contribuer au développement rapide de la résistance aux antibiotiques dans les populations bactériennes. On peut prévenir les infections en prenant des mesures antiseptiques comme la stérilisation de la peau avant le perçage avec l'aiguille d'une seringue, et en prenant	0
[CLS]  Quand ces collectivités ont-elles commencé ?  [SEP]  Au XVIIIe siècle, le sultan marocain Moulay Ismail "le assoiffé de sang" (1672 - 1727) a élevé un corps de 150 000 esclaves noirs, appelés sa garde noire, qui a forcé le pays à se soumettre.	1
[CLS]  Pour quelle raison la SRC a-t-elle attribué les retards de mise à niveau ?  [SEP]  Le 30 novembre 2010, le directeur principal des affaires réglementaires de la SRC a fait parvenir au CRTC une lettre concernant les plans de la SRC en vue du passage au numérique, dans laquelle on peut lire : "La SRC / Radio-Canada ne convertira pas ses retransmetteurs analogiques dans les marchés obligatoires au numérique après le 31 août 2011". Le 16 décembre 2010, quelques mois après que le CRTC eut publié un bulletin rappelant aux radiodiffuseurs que les transmetteurs analogiques devaient être fermés avant la date limite dans les marchés obligatoires, la SRC a révisé les documents accompagnant son communiqué du 6 août 2010 pour déclarer qu'elle avait les fonds nécessaires pour assurer la transition des 27 transmetteurs et qu'elle s'efforçait de le faire d'ici le 31 août 2011.	1
[CLS]  Quelle était la taille moyenne des familles à Atlantic City ?  [SEP]  Il y avait 15 504 ménages, dont 27,3 % avaient des enfants de moins de 18 ans vivant avec eux, 25,9 % étaient des couples mariés vivant ensemble, 22,2 % avaient une femme comme chef de ménage sans mari et 44,8 % n'étaient pas des familles. 37,5 % de tous les ménages étaient composés d'individus et 14,3 % avaient une personne seule âgée de 65 ans ou plus. La taille moyenne du ménage était de 2,50 et la taille moyenne de la famille était de 3,34.	0
[CLS]  Qui a été le premier à interdire la présence du papier dans sa bibliothèque ?  [SEP]  The first topless Page 3 model appeared on 17 November 1970, German-born Stephanie Rahn ; she was tagged as a "Birthday Suit Girl" to mark the first anniversary of the relaunched Sun. A topless Page 3 model became gradually a regular fixture, and with increasingly risqué poses. Both feminists and many cultural conservatives saw the pictures as pornographic and misogynistic. Lamb expressed some regret at introducing the feature, although denied it was sexist. A Conservative council in Sowerby Bridge, Yorkshire, was the first to ban the paper from its public library, shortly after Page 3 began, because of its excessive sexual content. This decision was reversed after a sustained campaign by the newspaper itself long 16 months, and the election of a Labour-led council in 1971.	0
[CLS]  Qui est le plus gros employeur de la ville ?  [SEP]  Selon le Conference Board du Canada, le produit intérieur brut (PIB) de la région métropolitaine a connu une croissance rapide au cours des dernières années. En 2010 et 2011, le produit intérieur brut (PIB) de la région métropolitaine a dépassé celui de 27 autres régions métropolitaines du pays, enregistrant des taux de croissance respectifs de 6,6 % et 5,8 %. À 52 000 $, le PIB par habitant de la ville est le deuxième plus élevé de toutes les grandes villes canadiennes. Selon les prévisions économiques, la ville poursuivra sa forte croissance économique au cours des prochaines années, non seulement dans les industries "océaniques" mentionnées ci-dessus, mais aussi dans le tourisme et la construction de nouvelles maisons à mesure que la population continue de croître. En mai 2011, le taux de chômage de la ville est tombé à 5,6 %, le deuxième taux de chômage le plus bas d'une grande ville du Canada.	1
[CLS]  Quel historien imputait la faiblesse navale à l'impérialisme européen en Chine ?  [SEP]  En 1884, les Coréens pro-japonais de Séoul menèrent le Coup Gapsin. Les tensions entre la Chine et le Japon augmentèrent après l'intervention de la Chine pour réprimer le soulèvement. Le premier ministre japonais Itō Hirobumi et Li Hongzhang signèrent la Convention de Tientsin, un accord de retrait des troupes simultanément, mais la première guerre sino-japonaise de 1895 fut une humiliation militaire. Le Traité de Shimonoseki reconnut l'indépendance coréenne et céda Taïwan et les Pescadores au Japon. Les conditions furent peut-être plus dures, mais lorsque le citoyen japonais attaqua et blessa Li Hongzhang, un tollé international fit honte aux Japonais de les réviser. L'accord initial stipulait la cession de la péninsule de Liaodong au Japon, mais la Russie, avec ses propres desseins sur le territoire, ainsi que l'Allemagne et	1
[CLS]  Dans quel modèle de couleur est vert une des couleurs primaires additives ?  [SEP]  Dans les dispositifs de couleur additive tels que les écrans d'ordinateur et les téléviseurs, l'une des sources primaires de lumière est typiquement un vert jaunâtre à spectre étroit de longueur d'onde dominante ~ 550 nm ; ce primaire "vert" est combiné avec une primaire "rouge" orangé et une primaire "bleu" violacé pour produire n'importe quelle couleur entre les modèles de couleur RVB. un vert unique (vert n'apparaissant ni jaunâtre ni bleuâtre) est produit sur un tel dispositif en mélangeant la lumière de la primaire verte avec une certaine lumière de la primaire bleue.	1
[CLS]  Pendant le règne de quel empereur les Perses ont-ils occupé l "Égypte ?  [SEP]  Dans l'Empire oriental, la lente infiltration des Balkans par les Slaves a ajouté une difficulté supplémentaire pour les successeurs de Justinian. Elle a commencé graduellement, mais à la fin des années 540, les tribus slaves étaient en Thrace et Illyrium, et avaient vaincu une armée impériale près d'Adrianople en 551. Dans les années 5690, les Avars ont commencé à se développer à partir de leur base sur la rive nord du Danube ; à la fin du 6e siècle, ils étaient la puissance dominante en Europe centrale et étaient régulièrement capables de forcer les empereurs de l'Est à rendre hommage. Ils sont restés une puissance forte jusqu'en 796. Un autre problème pour faire face à l'empire est venu de l'implication de l'empereur Maurice (n.	0
[CLS]  Où trouve-t-on du coton en Inde depuis la préhistoire ?  [SEP]  La plus ancienne preuve de l'utilisation du coton en Asie du Sud a été trouvée à Mehrgarh, au Pakistan, où des fils de coton ont été trouvés préservés dans des perles de cuivre ; ces découvertes ont été datées du néolithique (entre 6000 et 5000 av. J.-C.). La culture du coton dans la région est datée de la civilisation de la vallée de l'Indus, qui couvrait certaines parties de l'est moderne du Pakistan et du nord-ouest de l'Inde entre 3300 et 1300 av. J.-C. L'industrie du coton de l'Indus était bien développée et certaines méthodes utilisées dans la filature et la fabrication du coton ont continué d'être utilisées jusqu'à l'industrialisation de l'Inde. Entre 2000 et 1000 av.	1
[CLS]  Quel était le vrai nom de Johnny Rotten ?  [SEP]  À la fin de 1977, les auteurs-compositeurs de Sounds utilisent pour la première fois les termes "New Musick" et "post punk" pour décrire des artistes britanniques comme Siouxsie et les Banshees et Wire, qui commencent à expérimenter avec des sons, des paroles et une esthétique qui diffèrent considérablement de ceux de leurs contemporains punks. L'écrivain Jon Savage décrit certains de ces premiers développements comme l'exploration de "durs raclements urbains [,] maîtrisant le bruit blanc" et de "tambours massivement accentués". En janvier 1978, le chanteur John Lydon (alors connu sous le nom de Johnny Rotten) annonce la dissolution de son groupe punk pionnier, les Sex Pistols, invoquant son désenchantement à l'égard de la prévisibilité et de la cooption musicale du punk par des intérêts commerciaux, ainsi que son désir d'explorer des intérêts plus divers.	0
[CLS]  Qui a avancé sur la côte de la province d'Arakan ?  [SEP]  Après les revers des Alliés en 1943, le commandement de l'Asie du Sud-Est se préparait à lancer des offensives en Birmanie sur plusieurs fronts. Au cours des premiers mois de 1944, les troupes chinoises et américaines du Northern Combat Area Command (NCAC), commandé par l'Américain Joseph Stilwell, commencèrent à prolonger la route de Ledo, de l'Inde au nord de la Birmanie, tandis que le XVe Corps commençait à avancer le long de la côte dans la province d'Arakan. En février 1944, les Japonais lançaient une contre-attaque locale dans l'Arakan. Après le succès initial des Japonais, cette contre-attaque fut défaite lorsque les divisions indiennes du XVe Corps restèrent fermes, comptant sur les avions pour larguer des approvisionnements aux unités avancées isolées jusqu "à ce que les divisions de réserve puissent les remplacer.	0
[CLS]  Où trouvera-t-on le contrepoids ?  [SEP]  Dans chaque cas, les câbles sont fixés à une plaque d'attelage sur le dessus de la cabine ou peuvent être "entaillés" sous la cabine, puis passés en boucle au-dessus de la gaine d'entraînement à un contrepoids fixé à l'extrémité opposée des câbles, ce qui réduit la quantité de puissance nécessaire pour déplacer la cabine. Le contrepoids est situé dans la voie de levage et utilise un système ferroviaire distinct ; au fur et à mesure que le wagon monte, le contrepoids descend, et vice versa. Cette action est actionnée par la machine de traction qui est dirigée par le contrôleur, généralement une logique de relais ou un dispositif informatisé qui dirige la mise en marche, l'accélération, la décélération et l'arrêt de la cabine de levage. Le poids du contrepoids est généralement égal au poids de la cabine de levage plus 40 à 50 % de la capacité de l'élévateur.	0
[CLS]  Quelle est l'origine du mot "orange" ?  [SEP]  Dans le système de couleurs soustractives, utilisé dans la peinture et l'impression couleur, le vert est créé par une combinaison de jaune et de bleu, ou de jaune et de cyan ; dans le modèle de couleur RVB, utilisé sur les écrans de télévision et d'ordinateur, c'est l'une des couleurs primaires additives, avec le rouge et le bleu, qui sont mélangées en différentes combinaisons pour créer toutes les autres couleurs. Sur la roue de couleur HSV, également connue sous le nom de roue de couleur RVB, le complément de vert est le magenta, c'est-à-dire une couleur correspondant à un mélange égal de lumière rouge et bleue (une des couleurs pourpres). Sur une roue de couleur traditionnelle, basée sur la couleur soustractive, la couleur complémentaire au vert est considérée comme rouge.	1
[CLS]  En quelle année Rome a été conquise ?  [SEP]  La période entre 1815 et 1871 a été marquée par un grand nombre de tentatives révolutionnaires et de guerres d'indépendance. Les nations des Balkans ont commencé à recouvrer leur indépendance de l'Empire ottoman. L'Italie s'est unifiée en un État-nation. La prise de Rome en 1870 a mis fin au pouvoir temporel du Pape. Rivalité dans une lutte pour la création d'empires qui s'est répandue dans ce qui est connu sous le nom d'Âge de l'Empire.	0
[CLS]  Que manquait-il dans les formules de prière à Rome ?  [SEP]  Le sacrifice des divinités des cieux (di superi, "dieux au-dessus") se faisait à la lumière du jour et sous le regard du public. Les divinités des cieux supérieurs avaient besoin de victimes blanches et stériles de leur propre sexe : Juno, une génisse blanche (peut-être une vache blanche) ; Jupiter, un bœuf blanc castré (bos mas) pour le serment annuel des consuls ; Di superi, ayant de forts liens avec la terre, comme Mars, Janus, Neptune et divers genres, y compris celui de l'Empereur, reçut des victimes fertiles ; après le sacrifice, un banquet eut lieu ; dans les cultes d'État, les images des divinités honorées occupaient une place de choix sur les banquets et, par le feu sacrificiel, consumaient leur juste part (exta, les auberges).	1
[CLS]  Qui a acheté la part de Universal-International détenue par Rank ?  [SEP]  Dans les années 1950, Universal-International reprend sa série de films Arabian Nights, dont plusieurs mettent en vedette Tony Curtis. Le studio connaît également un succès avec des films monstres et de science-fiction produits par William Alland, dont plusieurs sont réalisés par Jack Arnold. Les autres succès sont les mélodrames réalisés par Douglas Sirk et produits par Ross Hunter, bien que pour les critiques de films, ils ne soient pas aussi bien considérés dès leur première sortie qu'ils le sont devenus depuis. Parmi les stars de Universal-International, citons Rock Hudson, Tony Curtis, Jeff Chandler, Audie Murphy et John Gavin.	1
[CLS]  Les églises confessionnelles expriment cette forme de confession, quel est son nom ?  [SEP]  Certaines traditions presbytériennes n'adoptent que la confession de foi de Westminster comme norme doctrinale à laquelle les anciens doivent souscrire, contrairement aux catéchismes plus grands et plus courts, dont l'utilisation à des fins d'instruction est approuvée. De nombreuses confessions presbytériennes, surtout en Amérique du Nord, ont adopté toutes les normes de Westminster comme norme doctrinale subordonnée à la Bible. Ces documents sont calvinistes dans leur orientation doctrinale. L'Église presbytérienne du Canada conserve la confession de foi de Westminster dans sa forme originale, tout en admettant que la période historique au cours de laquelle elle a été écrite doit être comprise lorsqu'elle est lue.	1
[CLS]  Comment appelle-t-on la forme abrégée d'Al-Shifa ?  [SEP]  The Logic and Metaphysics have been extensively reprinted, the latter, e.g., at Venice in 1493, 1495, and 1546. Some of his short essays on medicine, logic, etc., take a poetical form (the poem on logic was published by Schmoelders in 1836). [citation needed] Two encyclopaedic treatises, dealing with philosophy, are often mentioned. The larger, Al-Shifa '(Sanatio), exists almost complete in manuscript in the Bodleian Library and elsewhere ; part of it on the De Anima appeared at Pavia (1490) as the Liber Sextus Naturalium, and the long account of Ibn Sina's philosophy given by Muhammad al-Shahrashitani seems to be mainly an analysis, and in many places a reproduction, of the Al-Shifa'. A shorter form of the	0
[CLS]  Quel océan est la frontière du Portugal ?  [SEP]  Selon le recensement de 2011, 81,0 % de la population portugaise est catholique romaine. Le pays compte de petites communautés protestantes, saintes des derniers jours, musulmanes, hindoues, sikhs, ecclésiastiques orthodoxes orientaux, Témoins de Jéhovah, bahaïs, bouddhistes, juives et spiritistes. Les influences de la religion traditionnelle africaine et de la religion traditionnelle chinoise sont également ressenties par de nombreuses personnes, en particulier dans les domaines liés à la médecine traditionnelle chinoise et aux médecins sorciers africains. Environ 6,8 % de la population se sont déclarés non religieux et 8,3 % n'ont donné aucune réponse concernant leur religion.	1
[CLS]  En quelle décennie les pubs ont-ils eu tendance à cesser de vendre de l'alcool pour boire à l'extérieur ?  [SEP]  Les habitants des îles Britanniques boivent de l'ale depuis l'âge du bronze, mais c'est avec l'arrivée de l'Empire romain sur ses rives au 1er siècle et la construction des réseaux routiers romains que les premières auberges, appelées tabernae, dans lesquelles les voyageurs pouvaient se rafraîchir, ont commencé à apparaître. Après le départ de l'autorité romaine au 5e siècle et la chute des royaumes romano-britanniques, les Anglo-Saxons ont construit des granges qui se sont développées à partir d'habitations domestiques, le gaspareau anglo-saxon a installé un buisson vert sur un mât pour faire savoir aux gens que son brassage était prêt. Ces granges ont rapidement évolué en maisons de rencontre pour que les gens puissent se rassembler socialement, bavarder et s'entraider au sein de leurs communautés. C'est ainsi qu'est née la maison publique moderne, ou "Pub" comme on l'appelle	1
[CLS]  Combien de jeux l'infraction peut-elle courir sans gagner dix verges ?  [SEP]  Il y a de nombreuses règles à respecter dans ce type de football. Premièrement, le seul joueur sur le terrain qui peut être attaqué légalement est le joueur actuellement en possession du ballon (le porteur de ballon). Deuxièmement, un receveur, c'est-à-dire un joueur offensif envoyé sur le terrain pour recevoir un laissez-passer, ne peut être interféré avec (voir son mouvement entravé, être bloqué, etc.) à moins qu'il ne se trouve dans une cour de la ligne de scrimmage (au lieu de 5 verges (4,6 m) dans le football américain). Tout joueur peut bloquer le passage d'un autre joueur, tant qu'il ne tient pas ou ne trébuche pas le joueur qu'il a l'intention de bloquer.	1
[CLS]  Quelles sont les deux techniques utilisées par Von Neumann pour exclure les décors dans sa thèse de doctorat de 1925 ?  [SEP]  L'axiomatisation des mathématiques, sur le modèle des Éléments d'Euclide, avait atteint de nouveaux niveaux de rigueur et d'ampleur à la fin du XIXe siècle, particulièrement en arithmétique, grâce au schéma axiométrique de Richard Dedekind et de Charles Sanders Peirce, et en géométrie, grâce à David Hilbert. Au début du XXe siècle, les efforts pour fonder les mathématiques sur la théorie des ensembles naïfs ont subi un revers à cause du paradoxe de Russell (sur l'ensemble de tous les ensembles qui n'appartiennent pas à eux-mêmes). Le problème d'une axiomatisation adéquate de la théorie des ensembles a été résolu implicitement environ vingt ans plus tard par Ernst Zermelo et Abraham Fraenkel. La théorie des ensembles de Zermelo Fraenkel a fourni une série de principes qui ont permis la construction des ensembles utilisés dans la pratique quotidienne des mathématiques. Mais ils n'	0
[CLS]  Combien y a-t-il de millions de pieds carrés de locaux à bureaux dans le Midtown Manhattan ?  [SEP]  Bon nombre des plus grands conglomérats de médias du monde sont également établis dans la ville : Manhattan comptait plus de 500 millions de pieds carrés (46,5 millions de m2) de locaux à bureaux en 2015, ce qui en faisait le plus grand marché de bureaux aux États-Unis, tandis que Midtown Manhattan, avec près de 400 millions de pieds carrés (37,2 millions de m2) en 2015, est le plus grand centre d'affaires au monde.	0
[CLS]  De quel terme provient le nom cuivre ?  [SEP]  Le cuivre se retrouve naturellement sous forme de cuivre natif et était connu de certaines des civilisations les plus anciennes dans les archives. Il a une histoire d'utilisation qui a au moins 10 000 ans, et les estimations de sa découverte le situent à 9000 avant J.-C. au Moyen-Orient ; un pendentif de cuivre a été trouvé dans le nord de l'Irak qui date de 8700 avant J.-C. Il y a des preuves que l'or et le fer métallurgique (mais pas la fonte du fer) étaient les seuls métaux utilisés par les humains avant le cuivre. On pense que l'histoire de la métallurgie du cuivre a suivi la séquence suivante : 1) travail à froid du cuivre natif, 2) recuit, 3) fusion, et 4) la méthode de la cire perdue. Dans le sud-est de l'Anatolie, les quatre techniques métallurgiques apparaissent plus ou moins simultanément au début du Neolithic c.	1
